Bar Name,Brand Name,Date,Net Usage (ml)
Anderson's Bar,Budweiser,2023-09-04,426.29
Anderson's Bar,Budweiser,2023-09-18,420.21
Anderson's Bar,Budweiser,2023-09-25,466.24
Anderson's Bar,Budweiser,2023-10-02,307.23
Anderson's Bar,Budweiser,2023-10-09,0.0
Anderson's Bar,Budweiser,2023-10-16,0.0
Anderson's Bar,Budweiser,2023-10-23,0.0
Anderson's Bar,Budweiser,2023-10-30,0.0
Anderson's Bar,Budweiser,2023-11-06,0.0
Anderson's Bar,Budweiser,2023-11-20,0.0
Anderson's Bar,Budweiser,2023-12-04,0.0
Anderson's Bar,Budweiser,2023-12-18,0.0
Anderson's Bar,Budweiser,2023-12-25,0.0
Anderson's Bar,Budweiser,2024-01-01,0.0
Anderson's Bar,Captain Morgan,2023-01-16,2104.7
Anderson's Bar,Captain Morgan,2023-01-30,228.1
Anderson's Bar,Captain Morgan,2023-02-06,319.33
Anderson's Bar,Captain Morgan,2023-02-13,146.1
Anderson's Bar,Captain Morgan,2023-02-20,505.15999999999997
Anderson's Bar,Captain Morgan,2023-02-27,529.78
Anderson's Bar,Captain Morgan,2023-03-13,646.4100000000001
Anderson's Bar,Captain Morgan,2023-03-20,339.23
Anderson's Bar,Captain Morgan,2023-03-27,856.19
Anderson's Bar,Captain Morgan,2023-04-10,387.85
Anderson's Bar,Captain Morgan,2023-04-17,764.74
Anderson's Bar,Captain Morgan,2023-05-08,2128.9900000000002
Anderson's Bar,Captain Morgan,2023-05-15,869.37
Anderson's Bar,Captain Morgan,2023-05-22,178.88
Anderson's Bar,Captain Morgan,2023-05-29,1476.6699999999998
Anderson's Bar,Captain Morgan,2023-06-05,248.08
Anderson's Bar,Captain Morgan,2023-06-12,1197.72
Anderson's Bar,Captain Morgan,2023-06-19,263.49
Anderson's Bar,Captain Morgan,2023-06-26,235.06
Anderson's Bar,Captain Morgan,2023-07-03,1118.04
Anderson's Bar,Captain Morgan,2023-07-10,314.75
Anderson's Bar,Captain Morgan,2023-07-17,539.99
Anderson's Bar,Captain Morgan,2023-07-31,944.93
Anderson's Bar,Captain Morgan,2023-08-07,174.32
Anderson's Bar,Captain Morgan,2023-08-21,400.07
Anderson's Bar,Captain Morgan,2023-09-11,577.03
Anderson's Bar,Captain Morgan,2023-09-25,828.1800000000001
Anderson's Bar,Captain Morgan,2023-10-02,1395.96
Anderson's Bar,Captain Morgan,2023-10-09,1321.44
Anderson's Bar,Captain Morgan,2023-10-16,415.98
Anderson's Bar,Captain Morgan,2023-10-23,645.92
Anderson's Bar,Captain Morgan,2023-10-30,502.89
Anderson's Bar,Captain Morgan,2023-11-06,1076.8400000000001
Anderson's Bar,Captain Morgan,2023-11-13,729.75
Anderson's Bar,Captain Morgan,2023-11-20,284.69
Anderson's Bar,Captain Morgan,2023-11-27,358.53999999999996
Anderson's Bar,Captain Morgan,2023-12-04,113.21
Anderson's Bar,Captain Morgan,2023-12-11,825.09
Anderson's Bar,Captain Morgan,2023-12-18,794.48
Anderson's Bar,Captain Morgan,2023-12-25,278.88
Anderson's Bar,Coors,2023-01-02,440.55
Anderson's Bar,Coors,2023-01-09,818.21
Anderson's Bar,Coors,2023-01-16,495.88
Anderson's Bar,Coors,2023-01-23,225.88
Anderson's Bar,Coors,2023-02-13,230.71
Anderson's Bar,Coors,2023-02-20,1433.01
Anderson's Bar,Coors,2023-02-27,428.03
Anderson's Bar,Coors,2023-03-06,820.4
Anderson's Bar,Coors,2023-03-13,984.46
Anderson's Bar,Coors,2023-03-20,794.04
Anderson's Bar,Coors,2023-04-03,1138.52
Anderson's Bar,Coors,2023-04-10,158.7
Anderson's Bar,Coors,2023-04-24,391.35
Anderson's Bar,Coors,2023-05-01,403.69
Anderson's Bar,Coors,2023-05-08,203.13
Anderson's Bar,Coors,2023-05-22,999.1700000000001
Anderson's Bar,Coors,2023-06-12,156.66
Anderson's Bar,Coors,2023-06-19,557.71
Anderson's Bar,Coors,2023-06-26,1699.28
Anderson's Bar,Coors,2023-07-03,167.63
Anderson's Bar,Coors,2023-07-10,920.47
Anderson's Bar,Coors,2023-07-17,441.56
Anderson's Bar,Coors,2023-07-31,526.64
Anderson's Bar,Coors,2023-08-07,807.4200000000001
Anderson's Bar,Coors,2023-08-14,527.19
Anderson's Bar,Coors,2023-08-21,0.0
Anderson's Bar,Coors,2023-08-28,400.96
Anderson's Bar,Coors,2023-09-04,359.15
Anderson's Bar,Coors,2023-09-11,383.59
Anderson's Bar,Coors,2023-09-25,305.47
Anderson's Bar,Coors,2023-10-16,501.97
Anderson's Bar,Coors,2023-11-06,357.5
Anderson's Bar,Coors,2023-11-13,377.71000000000004
Anderson's Bar,Coors,2023-12-11,461.74
Anderson's Bar,Coors,2023-12-18,1504.55
Anderson's Bar,Coors,2023-12-25,735.3
Anderson's Bar,Coors,2024-01-01,321.06
Anderson's Bar,Grey Goose,2023-01-09,284.28
Anderson's Bar,Grey Goose,2023-01-16,1084.9099999999999
Anderson's Bar,Grey Goose,2023-01-23,1363.35
Anderson's Bar,Grey Goose,2023-01-30,725.22
Anderson's Bar,Grey Goose,2023-02-06,445.1
Anderson's Bar,Grey Goose,2023-02-13,535.98
Anderson's Bar,Grey Goose,2023-02-20,249.86
Anderson's Bar,Grey Goose,2023-02-27,300.81
Anderson's Bar,Grey Goose,2023-03-06,764.86
Anderson's Bar,Grey Goose,2023-03-13,743.9200000000001
Anderson's Bar,Grey Goose,2023-03-27,684.21
Anderson's Bar,Grey Goose,2023-04-03,453.26
Anderson's Bar,Grey Goose,2023-04-10,1183.35
Anderson's Bar,Grey Goose,2023-04-17,380.05
Anderson's Bar,Grey Goose,2023-04-24,1422.97
Anderson's Bar,Grey Goose,2023-05-01,933.12
Anderson's Bar,Grey Goose,2023-05-15,999.85
Anderson's Bar,Grey Goose,2023-05-29,684.85
Anderson's Bar,Grey Goose,2023-06-05,380.28
Anderson's Bar,Grey Goose,2023-06-12,115.26
Anderson's Bar,Grey Goose,2023-06-26,543.1
Anderson's Bar,Grey Goose,2023-07-03,526.17
Anderson's Bar,Grey Goose,2023-07-17,327.57
Anderson's Bar,Grey Goose,2023-07-24,354.93
Anderson's Bar,Grey Goose,2023-07-31,599.1999999999999
Anderson's Bar,Grey Goose,2023-08-07,110.04
Anderson's Bar,Grey Goose,2023-08-14,700.98
Anderson's Bar,Grey Goose,2023-08-21,638.68
Anderson's Bar,Grey Goose,2023-08-28,899.22
Anderson's Bar,Grey Goose,2023-09-04,1065.3799999999999
Anderson's Bar,Grey Goose,2023-09-25,320.56
Anderson's Bar,Grey Goose,2023-10-02,483.08
Anderson's Bar,Grey Goose,2023-10-23,557.91
Anderson's Bar,Grey Goose,2023-10-30,443.4
Anderson's Bar,Grey Goose,2023-11-13,1142.04
Anderson's Bar,Grey Goose,2023-12-04,723.52
Anderson's Bar,Grey Goose,2023-12-18,314.19
Anderson's Bar,Grey Goose,2023-12-25,386.2
Anderson's Bar,Grey Goose,2024-01-01,154.7
Anderson's Bar,Heineken,2023-01-16,659.41
Anderson's Bar,Heineken,2023-01-30,948.54
Anderson's Bar,Heineken,2023-02-06,1509.23
Anderson's Bar,Heineken,2023-02-27,809.51
Anderson's Bar,Heineken,2023-03-06,399.5
Anderson's Bar,Heineken,2023-03-13,711.55
Anderson's Bar,Heineken,2023-03-20,723.55
Anderson's Bar,Heineken,2023-03-27,471.51
Anderson's Bar,Heineken,2023-04-03,144.97
Anderson's Bar,Heineken,2023-05-01,180.21
Anderson's Bar,Heineken,2023-05-08,362.76
Anderson's Bar,Heineken,2023-05-15,588.77
Anderson's Bar,Heineken,2023-05-22,1007.56
Anderson's Bar,Heineken,2023-05-29,355.88
Anderson's Bar,Heineken,2023-06-05,768.49
Anderson's Bar,Heineken,2023-06-12,361.59
Anderson's Bar,Heineken,2023-07-10,764.4000000000001
Anderson's Bar,Heineken,2023-07-24,809.09
Anderson's Bar,Heineken,2023-08-07,560.46
Anderson's Bar,Heineken,2023-08-14,292.34
Anderson's Bar,Heineken,2023-08-21,911.42
Anderson's Bar,Heineken,2023-09-11,721.49
Anderson's Bar,Heineken,2023-09-18,443.01
Anderson's Bar,Heineken,2023-09-25,0.0
Anderson's Bar,Heineken,2023-10-16,0.0
Anderson's Bar,Heineken,2023-10-23,0.0
Anderson's Bar,Heineken,2023-10-30,0.0
Anderson's Bar,Heineken,2023-11-06,543.34
Anderson's Bar,Heineken,2023-11-20,470.51
Anderson's Bar,Heineken,2023-11-27,0.0
Anderson's Bar,Heineken,2023-12-04,0.0
Anderson's Bar,Heineken,2023-12-11,547.04
Anderson's Bar,Heineken,2023-12-18,380.92
Anderson's Bar,Heineken,2023-12-25,581.16
Anderson's Bar,Heineken,2024-01-01,385.5
Anderson's Bar,Jack Daniels,2023-01-09,124.16
Anderson's Bar,Jack Daniels,2023-01-23,393.45
Anderson's Bar,Jack Daniels,2023-01-30,0.0
Anderson's Bar,Jack Daniels,2023-02-06,434.79
Anderson's Bar,Jack Daniels,2023-02-13,510.76
Anderson's Bar,Jack Daniels,2023-02-20,1016.3499999999999
Anderson's Bar,Jack Daniels,2023-02-27,884.54
Anderson's Bar,Jack Daniels,2023-03-13,0.0
Anderson's Bar,Jack Daniels,2023-03-20,0.0
Anderson's Bar,Jack Daniels,2023-03-27,0.0
Anderson's Bar,Jack Daniels,2023-04-03,478.36
Anderson's Bar,Jack Daniels,2023-04-10,848.8299999999999
Anderson's Bar,Jack Daniels,2023-04-17,1589.89
Anderson's Bar,Jack Daniels,2023-04-24,533.02
Anderson's Bar,Jack Daniels,2023-05-01,422.76
Anderson's Bar,Jack Daniels,2023-05-08,121.14
Anderson's Bar,Jack Daniels,2023-05-22,735.74
Anderson's Bar,Jack Daniels,2023-05-29,800.86
Anderson's Bar,Jack Daniels,2023-06-19,447.13
Anderson's Bar,Jack Daniels,2023-06-26,394.28
Anderson's Bar,Jack Daniels,2023-07-03,589.82
Anderson's Bar,Jack Daniels,2023-07-10,0.0
Anderson's Bar,Jack Daniels,2023-07-17,250.03
Anderson's Bar,Jack Daniels,2023-07-24,680.55
Anderson's Bar,Jack Daniels,2023-08-07,285.61
Anderson's Bar,Jack Daniels,2023-08-14,253.7
Anderson's Bar,Jack Daniels,2023-08-21,208.3
Anderson's Bar,Jack Daniels,2023-08-28,157.48
Anderson's Bar,Jack Daniels,2023-09-04,462.69
Anderson's Bar,Jack Daniels,2023-09-11,1060.99
Anderson's Bar,Jack Daniels,2023-09-25,349.71000000000004
Anderson's Bar,Jack Daniels,2023-10-02,245.41
Anderson's Bar,Jack Daniels,2023-10-09,1301.63
Anderson's Bar,Jack Daniels,2023-10-23,165.36
Anderson's Bar,Jack Daniels,2023-10-30,1570.72
Anderson's Bar,Jack Daniels,2023-11-06,149.88
Anderson's Bar,Jack Daniels,2023-11-13,257.63
Anderson's Bar,Jack Daniels,2023-11-20,356.22
Anderson's Bar,Jack Daniels,2023-11-27,1167.86
Anderson's Bar,Jack Daniels,2023-12-04,589.64
Anderson's Bar,Jack Daniels,2023-12-11,500.43
Anderson's Bar,Jack Daniels,2023-12-18,296.29
Anderson's Bar,Jack Daniels,2023-12-25,620.71
Anderson's Bar,Jack Daniels,2024-01-01,197.6
Anderson's Bar,Jameson,2023-01-09,1255.33
Anderson's Bar,Jameson,2023-01-16,743.6400000000001
Anderson's Bar,Jameson,2023-01-23,449.79
Anderson's Bar,Jameson,2023-01-30,943.99
Anderson's Bar,Jameson,2023-02-06,113.17
Anderson's Bar,Jameson,2023-02-20,564.93
Anderson's Bar,Jameson,2023-03-06,464.28
Anderson's Bar,Jameson,2023-03-13,780.06
Anderson's Bar,Jameson,2023-03-20,1162.06
Anderson's Bar,Jameson,2023-03-27,296.46
Anderson's Bar,Jameson,2023-04-10,298.57
Anderson's Bar,Jameson,2023-04-17,380.13
Anderson's Bar,Jameson,2023-05-01,885.67
Anderson's Bar,Jameson,2023-05-08,544.98
Anderson's Bar,Jameson,2023-05-15,103.26
Anderson's Bar,Jameson,2023-05-22,329.78
Anderson's Bar,Jameson,2023-05-29,845.49
Anderson's Bar,Jameson,2023-06-05,1004.9100000000001
Anderson's Bar,Jameson,2023-06-12,100.05
Anderson's Bar,Jameson,2023-06-19,513.22
Anderson's Bar,Jameson,2023-06-26,174.79
Anderson's Bar,Jameson,2023-07-03,301.8
Anderson's Bar,Jameson,2023-07-17,1395.96
Anderson's Bar,Jameson,2023-07-31,839.53
Anderson's Bar,Jameson,2023-08-07,1237.25
Anderson's Bar,Jameson,2023-08-14,0.0
Anderson's Bar,Jameson,2023-08-21,0.0
Anderson's Bar,Jameson,2023-08-28,594.65
Anderson's Bar,Jameson,2023-09-04,175.88
Anderson's Bar,Jameson,2023-09-18,731.72
Anderson's Bar,Jameson,2023-09-25,127.83
Anderson's Bar,Jameson,2023-10-02,1017.98
Anderson's Bar,Jameson,2023-10-09,327.16
Anderson's Bar,Jameson,2023-10-16,695.3699999999999
Anderson's Bar,Jameson,2023-10-23,215.32
Anderson's Bar,Jameson,2023-10-30,134.24
Anderson's Bar,Jameson,2023-11-06,482.49
Anderson's Bar,Jameson,2023-11-13,0.0
Anderson's Bar,Jameson,2023-11-20,590.28
Anderson's Bar,Jameson,2023-11-27,824.62
Anderson's Bar,Jameson,2023-12-11,228.2
Anderson's Bar,Jameson,2023-12-18,519.11
Anderson's Bar,Jameson,2024-01-01,723.15
Anderson's Bar,Jim Beam,2023-01-02,0.0
Anderson's Bar,Jim Beam,2023-01-09,783.5
Anderson's Bar,Jim Beam,2023-01-16,559.5799999999999
Anderson's Bar,Jim Beam,2023-01-23,627.31
Anderson's Bar,Jim Beam,2023-01-30,195.92
Anderson's Bar,Jim Beam,2023-02-06,1251.42
Anderson's Bar,Jim Beam,2023-02-13,266.29
Anderson's Bar,Jim Beam,2023-02-20,0.0
Anderson's Bar,Jim Beam,2023-03-06,143.69
Anderson's Bar,Jim Beam,2023-03-13,405.91
Anderson's Bar,Jim Beam,2023-03-20,1249.53
Anderson's Bar,Jim Beam,2023-04-03,202.4
Anderson's Bar,Jim Beam,2023-04-10,376.15
Anderson's Bar,Jim Beam,2023-04-24,577.05
Anderson's Bar,Jim Beam,2023-05-01,1462.8400000000001
Anderson's Bar,Jim Beam,2023-05-08,699.17
Anderson's Bar,Jim Beam,2023-05-15,609.46
Anderson's Bar,Jim Beam,2023-05-22,97.99
Anderson's Bar,Jim Beam,2023-05-29,347.58
Anderson's Bar,Jim Beam,2023-06-05,478.82
Anderson's Bar,Jim Beam,2023-06-12,684.42
Anderson's Bar,Jim Beam,2023-06-19,0.0
Anderson's Bar,Jim Beam,2023-06-26,300.82
Anderson's Bar,Jim Beam,2023-07-03,1335.98
Anderson's Bar,Jim Beam,2023-07-10,2019.36
Anderson's Bar,Jim Beam,2023-07-17,524.87
Anderson's Bar,Jim Beam,2023-07-31,158.42
Anderson's Bar,Jim Beam,2023-08-21,638.06
Anderson's Bar,Jim Beam,2023-09-04,485.11
Anderson's Bar,Jim Beam,2023-09-11,474.29
Anderson's Bar,Jim Beam,2023-09-18,587.63
Anderson's Bar,Jim Beam,2023-09-25,182.57
Anderson's Bar,Jim Beam,2023-10-09,187.58
Anderson's Bar,Jim Beam,2023-10-16,680.61
Anderson's Bar,Jim Beam,2023-10-23,282.18
Anderson's Bar,Jim Beam,2023-10-30,431.41
Anderson's Bar,Jim Beam,2023-11-06,564.96
Anderson's Bar,Jim Beam,2023-11-13,563.96
Anderson's Bar,Jim Beam,2023-11-20,1171.88
Anderson's Bar,Jim Beam,2023-12-04,1124.73
Anderson's Bar,Jim Beam,2023-12-11,181.11
Anderson's Bar,Jim Beam,2023-12-18,526.95
Anderson's Bar,Jim Beam,2023-12-25,1337.65
Anderson's Bar,Jim Beam,2024-01-01,1109.38
Anderson's Bar,Malibu,2023-01-09,357.09000000000003
Anderson's Bar,Malibu,2023-01-16,377.36
Anderson's Bar,Malibu,2023-01-23,502.01
Anderson's Bar,Malibu,2023-01-30,810.39
Anderson's Bar,Malibu,2023-02-06,181.34
Anderson's Bar,Malibu,2023-02-13,279.54
Anderson's Bar,Malibu,2023-02-27,547.45
Anderson's Bar,Malibu,2023-03-06,1031.48
Anderson's Bar,Malibu,2023-03-13,421.19
Anderson's Bar,Malibu,2023-03-20,73.34
Anderson's Bar,Malibu,2023-03-27,0.0
Anderson's Bar,Malibu,2023-04-03,0.0
Anderson's Bar,Malibu,2023-04-10,0.0
Anderson's Bar,Malibu,2023-04-17,0.0
Anderson's Bar,Malibu,2023-05-15,0.0
Anderson's Bar,Malibu,2023-05-22,0.0
Anderson's Bar,Malibu,2023-05-29,231.59
Anderson's Bar,Malibu,2023-06-05,505.43
Anderson's Bar,Malibu,2023-06-19,344.48
Anderson's Bar,Malibu,2023-06-26,540.52
Anderson's Bar,Malibu,2023-07-17,922.66
Anderson's Bar,Malibu,2023-07-24,722.69
Anderson's Bar,Malibu,2023-07-31,544.18
Anderson's Bar,Malibu,2023-08-07,875.15
Anderson's Bar,Malibu,2023-08-14,475.16
Anderson's Bar,Malibu,2023-08-21,527.07
Anderson's Bar,Malibu,2023-09-04,0.0
Anderson's Bar,Malibu,2023-09-18,0.0
Anderson's Bar,Malibu,2023-09-25,0.0
Anderson's Bar,Malibu,2023-10-09,1228.52
Anderson's Bar,Malibu,2023-10-23,1074.83
Anderson's Bar,Malibu,2023-10-30,471.11
Anderson's Bar,Malibu,2023-11-06,375.13
Anderson's Bar,Malibu,2023-11-13,0.0
Anderson's Bar,Malibu,2023-11-20,0.0
Anderson's Bar,Malibu,2023-11-27,0.0
Anderson's Bar,Malibu,2024-01-01,175.05
Anderson's Bar,Miller,2023-01-02,0.0
Anderson's Bar,Miller,2023-01-16,484.08
Anderson's Bar,Miller,2023-01-23,462.3
Anderson's Bar,Miller,2023-02-06,618.55
Anderson's Bar,Miller,2023-02-13,398.77
Anderson's Bar,Miller,2023-02-20,0.0
Anderson's Bar,Miller,2023-02-27,1013.3399999999999
Anderson's Bar,Miller,2023-03-13,443.41
Anderson's Bar,Miller,2023-03-20,758.28
Anderson's Bar,Miller,2023-03-27,131.72
Anderson's Bar,Miller,2023-04-03,198.92
Anderson's Bar,Miller,2023-04-10,113.14
Anderson's Bar,Miller,2023-04-17,265.07
Anderson's Bar,Miller,2023-04-24,589.52
Anderson's Bar,Miller,2023-05-08,260.2
Anderson's Bar,Miller,2023-05-15,454.07
Anderson's Bar,Miller,2023-05-29,1016.08
Anderson's Bar,Miller,2023-06-05,433.4
Anderson's Bar,Miller,2023-06-12,983.79
Anderson's Bar,Miller,2023-07-10,586.08
Anderson's Bar,Miller,2023-07-17,239.67
Anderson's Bar,Miller,2023-07-24,604.65
Anderson's Bar,Miller,2023-07-31,529.02
Anderson's Bar,Miller,2023-08-14,594.4
Anderson's Bar,Miller,2023-08-28,263.14
Anderson's Bar,Miller,2023-09-04,706.98
Anderson's Bar,Miller,2023-09-11,728.25
Anderson's Bar,Miller,2023-09-18,1137.06
Anderson's Bar,Miller,2023-10-09,1590.05
Anderson's Bar,Miller,2023-10-23,523.08
Anderson's Bar,Miller,2023-11-06,204.35
Anderson's Bar,Miller,2023-11-13,134.19
Anderson's Bar,Miller,2023-11-20,46.23
Anderson's Bar,Miller,2023-11-27,828.93
Anderson's Bar,Miller,2023-12-04,421.43
Anderson's Bar,Miller,2023-12-11,389.43
Anderson's Bar,Miller,2023-12-25,28.72
Anderson's Bar,Miller,2024-01-01,0.0
Anderson's Bar,Smirnoff,2023-01-09,264.7
Anderson's Bar,Smirnoff,2023-01-16,1381.04
Anderson's Bar,Smirnoff,2023-01-23,101.0
Anderson's Bar,Smirnoff,2023-01-30,380.22
Anderson's Bar,Smirnoff,2023-02-13,1108.83
Anderson's Bar,Smirnoff,2023-02-20,1244.92
Anderson's Bar,Smirnoff,2023-02-27,332.2
Anderson's Bar,Smirnoff,2023-03-06,221.46
Anderson's Bar,Smirnoff,2023-03-27,296.39
Anderson's Bar,Smirnoff,2023-04-03,370.22
Anderson's Bar,Smirnoff,2023-04-17,587.46
